frame,J0_x,J0_y,J0_z,J1_x,J1_y,J1_z,J2_x,J2_y,J2_z,J3_x,J3_y,J3_z,J4_x,J4_y,J4_z,J5_x,J5_y,J5_z,J6_x,J6_y,J6_z,J7_x,J7_y,J7_z,J8_x,J8_y,J8_z,J9_x,J9_y,J9_z,J10_x,J10_y,J10_z,J11_x,J11_y,J11_z,J12_x,J12_y,J12_z,J13_x,J13_y,J13_z,J14_x,J14_y,J14_z,J15_x,J15_y,J15_z,J16_x,J16_y,J16_z,J17_x,J17_y,J17_z,J18_x,J18_y,J18_z,J19_x,J19_y,J19_z,J20_x,J20_y,J20_z,J21_x,J21_y,J21_z,J22_x,J22_y,J22_z,J23_x,J23_y,J23_z,J24_x,J24_y,J24_z
161,-0.004844,0.138233,1.037750,-0.017707,0.270993,1.024540,-0.097075,0.257553,0.541401,-0.147084,0.247109,0.062876,0.007677,0.005260,1.049000,-0.049190,-0.000978,0.562551,-0.126873,-0.016129,0.087860,-0.075254,0.143491,1.301150,-0.047927,0.148032,1.552300,0.007793,0.147559,1.673320,-0.037277,0.147698,1.779120,-0.060205,0.294309,1.488440,0.088929,0.377170,1.251010,0.099036,0.313242,1.498220,-0.029152,0.000334,1.493490,0.132186,-0.091721,1.267720,0.108135,-0.025924,1.513460,0.013331,0.273555,0.036946,0.086922,0.285955,0.029491,0.032934,-0.009373,0.048864,0.105464,-0.006103,0.030056,0.059841,0.399634,1.466590,0.124259,0.356392,1.584830,0.087585,-0.122055,1.495120,0.155156,-0.059772,1.638160
162,-0.004590,0.137937,1.037590,-0.017545,0.270688,1.024390,-0.097050,0.257349,0.541265,-0.147108,0.247071,0.062742,0.008023,0.004973,1.048840,-0.049077,-0.001174,0.562417,-0.126859,-0.016165,0.087737,-0.073921,0.142437,1.301290,-0.048835,0.147999,1.552660,0.007890,0.147525,1.673210,-0.036776,0.147721,1.779180,-0.061077,0.294109,1.488410,0.088248,0.377046,1.251130,0.095682,0.313797,1.498600,-0.029957,0.000338,1.493780,0.133660,-0.091318,1.269490,0.105157,-0.025901,1.514860,0.013318,0.273550,0.036919,0.086912,0.285963,0.029511,0.032974,-0.009384,0.048851,0.105503,-0.006092,0.030045,0.055812,0.399566,1.466140,0.119498,0.357665,1.585250,0.083923,-0.121630,1.495240,0.149899,-0.061462,1.639920
163,-0.004497,0.137694,1.037660,-0.017542,0.270435,1.024440,-0.097026,0.257178,0.541314,-0.147103,0.247006,0.062790,0.008206,0.004739,1.048910,-0.049029,-0.001300,0.562504,-0.126867,-0.016178,0.087830,-0.075040,0.142139,1.301030,-0.050017,0.148106,1.552400,0.007028,0.147540,1.672800,-0.036779,0.147824,1.779130,-0.062540,0.294195,1.488150,0.087357,0.377207,1.251260,0.093442,0.314690,1.498960,-0.030761,0.000201,1.494260,0.134803,-0.090788,1.271130,0.102928,-0.026657,1.516430,0.013310,0.273546,0.036944,0.086898,0.285984,0.029520,0.032934,-0.009371,0.048819,0.105478,-0.006088,0.030069,0.052889,0.399914,1.465910,0.116366,0.359172,1.585540,0.081021,-0.122098,1.496150,0.146703,-0.063278,1.641520
164,-0.004481,0.137441,1.037700,-0.017569,0.270178,1.024480,-0.097106,0.257031,0.541356,-0.147111,0.246984,0.062823,0.008267,0.004491,1.048960,-0.048859,-0.001399,0.562532,-0.126838,-0.016256,0.087881,-0.075992,0.142059,1.300810,-0.051102,0.148282,1.552180,0.006293,0.147812,1.672420,-0.036889,0.147958,1.779000,-0.064093,0.294351,1.487980,0.086173,0.377644,1.251430,0.091830,0.315892,1.499320,-0.031708,0.000142,1.494690,0.135389,-0.090412,1.272530,0.102371,-0.027524,1.518000,0.013300,0.273523,0.036967,0.086890,0.285962,0.029562,0.032948,-0.009399,0.048815,0.105500,-0.006103,0.030096,0.050909,0.400882,1.466120,0.114576,0.360631,1.585810,0.079382,-0.122476,1.496650,0.145072,-0.065944,1.642920
165,-0.004612,0.137195,1.037770,-0.017794,0.269922,1.024550,-0.097098,0.256897,0.541386,-0.147108,0.246963,0.062851,0.008232,0.004254,1.049040,-0.048643,-0.001427,0.562580,-0.126795,-0.016303,0.087957,-0.077083,0.142258,1.300610,-0.053009,0.148378,1.552070,0.005014,0.147927,1.672000,-0.037506,0.148086,1.778850,-0.065969,0.294414,1.487790,0.084692,0.378399,1.251730,0.090954,0.317034,1.499700,-0.033037,0.000129,1.495060,0.135582,-0.090270,1.273990,0.102163,-0.028599,1.519710,0.013297,0.273545,0.037002,0.086884,0.286000,0.029592,0.032994,-0.009416,0.048911,0.105519,-0.006087,0.030093,0.050029,0.401970,1.466370,0.114027,0.362012,1.585990,0.077835,-0.123118,1.497930,0.145386,-0.068369,1.644030
166,-0.004866,0.137075,1.037840,-0.018214,0.269787,1.024630,-0.097071,0.256845,0.541393,-0.147111,0.246945,0.062861,0.008148,0.004149,1.049090,-0.048327,-0.001405,0.562581,-0.126765,-0.016452,0.088011,-0.078047,0.142355,1.300480,-0.054444,0.148393,1.551980,0.003699,0.147936,1.671850,-0.038410,0.148242,1.778870,-0.067665,0.294332,1.487530,0.083112,0.379298,1.251900,0.090549,0.318249,1.499920,-0.034289,-0.000016,1.495450,0.135293,-0.090483,1.275150,0.102695,-0.029476,1.521150,0.013289,0.273551,0.037007,0.086874,0.286016,0.029597,0.033008,-0.009429,0.048923,0.105525,-0.006037,0.030086,0.049263,0.403087,1.466780,0.114189,0.363367,1.585980,0.077079,-0.123518,1.498790,0.146231,-0.070750,1.644870
167,-0.005074,0.137021,1.037910,-0.018626,0.269714,1.024720,-0.097114,0.256806,0.541417,-0.147102,0.246922,0.062879,0.008148,0.004115,1.049150,-0.048028,-0.001339,0.562605,-0.126721,-0.016560,0.088083,-0.078843,0.142453,1.300380,-0.055753,0.148535,1.551930,0.002338,0.147992,1.671830,-0.039564,0.148344,1.778920,-0.069224,0.294508,1.487610,0.081333,0.379964,1.252010,0.090797,0.319390,1.500090,-0.035355,0.000034,1.495740,0.134886,-0.090860,1.276110,0.103704,-0.030282,1.522400,0.013298,0.273527,0.037024,0.086882,0.285993,0.029605,0.033015,-0.009443,0.048856,0.105553,-0.006035,0.030105,0.049730,0.404375,1.467060,0.115029,0.364485,1.585990,0.076838,-0.123897,1.499720,0.147662,-0.072738,1.645570
168,-0.005469,0.137012,1.037990,-0.019287,0.269682,1.024840,-0.097224,0.256793,0.541452,-0.147097,0.246936,0.062900,0.008023,0.004129,1.049170,-0.047777,-0.001226,0.562588,-0.126721,-0.016647,0.088113,-0.079664,0.141821,1.300350,-0.057001,0.148637,1.551920,0.001051,0.148113,1.671840,-0.040796,0.148443,1.778950,-0.070713,0.294597,1.487620,0.079454,0.380510,1.251940,0.091165,0.320371,1.500020,-0.036202,0.000115,1.495930,0.134161,-0.091462,1.276690,0.105272,-0.030579,1.523170,0.013297,0.273547,0.037013,0.086885,0.286016,0.029643,0.033018,-0.009443,0.048920,0.105537,-0.005979,0.030105,0.049946,0.405457,1.467440,0.116242,0.365341,1.585750,0.077285,-0.123681,1.499750,0.149095,-0.074616,1.645840
169,-0.005923,0.137033,1.038030,-0.019958,0.269682,1.024900,-0.097391,0.256793,0.541432,-0.147123,0.246925,0.062866,0.007787,0.004170,1.049190,-0.047619,-0.001091,0.562561,-0.126683,-0.016667,0.088112,-0.080330,0.141943,1.300330,-0.057973,0.148669,1.551930,-0.000252,0.148281,1.672010,-0.042313,0.148514,1.779040,-0.071896,0.294553,1.487500,0.078102,0.380873,1.251860,0.091614,0.321170,1.499960,-0.036823,0.000157,1.496040,0.133340,-0.092025,1.276900,0.106523,-0.031194,1.523630,0.013274,0.273558,0.037015,0.086860,0.286037,0.029643,0.033061,-0.009456,0.048937,0.105578,-0.005987,0.030116,0.050177,0.406300,1.467770,0.117824,0.366196,1.585310,0.077533,-0.124022,1.500340,0.151613,-0.075877,1.645600
170,-0.006238,0.137142,1.038020,-0.020451,0.269773,1.024900,-0.097628,0.256821,0.541393,-0.147128,0.246916,0.062804,0.007653,0.004298,1.049170,-0.047523,-0.000974,0.562518,-0.126718,-0.016740,0.088097,-0.080840,0.141805,1.300270,-0.058479,0.149008,1.551850,-0.001171,0.148429,1.672130,-0.043465,0.148541,1.779070,-0.072970,0.294844,1.487450,0.077076,0.380851,1.251720,0.092316,0.321717,1.499850,-0.037142,0.000471,1.496110,0.132676,-0.092309,1.276950,0.107563,-0.031446,1.523850,0.013275,0.273562,0.037006,0.086863,0.286047,0.029662,0.033021,-0.009462,0.048916,0.105542,-0.005966,0.030114,0.050573,0.406819,1.467990,0.118980,0.366705,1.585090,0.077713,-0.123999,1.500550,0.153173,-0.076754,1.645400
171,-0.006723,0.137299,1.038040,-0.021171,0.269905,1.024920,-0.098121,0.256842,0.541380,-0.147112,0.246921,0.062739,0.007405,0.004480,1.049200,-0.047520,-0.000833,0.562511,-0.126726,-0.016795,0.088098,-0.081179,0.141668,1.300340,-0.059344,0.148891,1.551970,-0.002339,0.148583,1.672390,-0.045080,0.148614,1.779150,-0.073733,0.294642,1.487340,0.076076,0.380880,1.251550,0.093526,0.322431,1.499700,-0.037547,0.000466,1.496100,0.131920,-0.092550,1.276770,0.108691,-0.031622,1.523850,0.013293,0.273575,0.036963,0.086886,0.286066,0.029680,0.033015,-0.009478,0.048930,0.105513,-0.005948,0.030046,0.051127,0.407406,1.468370,0.120676,0.367360,1.584820,0.077748,-0.123820,1.500570,0.155964,-0.077921,1.644380
172,-0.007252,0.137538,1.038020,-0.021936,0.270117,1.024900,-0.098906,0.256875,0.541364,-0.147106,0.246909,0.062644,0.007111,0.004744,1.049190,-0.047720,-0.000701,0.562493,-0.126689,-0.016749,0.088044,-0.081447,0.141361,1.300400,-0.060185,0.148779,1.552080,-0.003744,0.148834,1.672760,-0.047126,0.148740,1.779270,-0.074704,0.294366,1.487110,0.074830,0.380721,1.251190,0.095705,0.323678,1.499400,-0.038251,0.000460,1.495980,0.130726,-0.092700,1.276330,0.110599,-0.031891,1.523710,0.013311,0.273581,0.036960,0.086903,0.286080,0.029685,0.033065,-0.009457,0.048925,0.105582,-0.005946,0.030114,0.052498,0.408517,1.468820,0.122843,0.368252,1.584710,0.079070,-0.123819,1.500150,0.159481,-0.079280,1.643170
173,-0.007689,0.137736,1.037960,-0.022485,0.270300,1.024810,-0.099455,0.256931,0.541278,-0.147131,0.246933,0.062506,0.006787,0.004957,1.049150,-0.048221,-0.000634,0.562475,-0.126826,-0.016674,0.087965,-0.081554,0.141658,1.300430,-0.061082,0.148630,1.552180,-0.004877,0.148815,1.672980,-0.048783,0.148837,1.779270,-0.075402,0.294112,1.486940,0.074115,0.380546,1.251040,0.097632,0.324754,1.499300,-0.039111,0.000437,1.495770,0.129670,-0.092506,1.275880,0.112289,-0.032480,1.523650,0.013307,0.273587,0.036936,0.086904,0.286078,0.029695,0.032950,-0.009431,0.048929,0.105478,-0.005944,0.030154,0.053691,0.409328,1.469020,0.124957,0.369441,1.584480,0.079918,-0.124153,1.500240,0.162633,-0.080544,1.642240
174,-0.008143,0.137992,1.037890,-0.022997,0.270551,1.024760,-0.100112,0.257000,0.541251,-0.147128,0.246923,0.062415,0.006393,0.005218,1.049060,-0.048596,-0.000597,0.562389,-0.126860,-0.016664,0.087823,-0.081630,0.141786,1.300470,-0.061836,0.148574,1.552280,-0.006000,0.148868,1.673240,-0.050443,0.148955,1.779310,-0.076118,0.293925,1.486740,0.073628,0.380742,1.251120,0.099741,0.325893,1.499330,-0.039857,0.000484,1.495600,0.128725,-0.092073,1.275390,0.114537,-0.033277,1.523670,0.013319,0.273595,0.036916,0.086916,0.286091,0.029686,0.032944,-0.009435,0.048898,0.105481,-0.005951,0.030154,0.054475,0.409939,1.469540,0.127540,0.370934,1.584170,0.081929,-0.124821,1.500080,0.166195,-0.082011,1.641410
175,-0.008597,0.138188,1.037810,-0.023479,0.270741,1.024640,-0.100563,0.257074,0.541138,-0.147157,0.246910,0.062262,0.005967,0.005420,1.049020,-0.049026,-0.000570,0.562348,-0.126919,-0.016622,0.087721,-0.081637,0.141713,1.300520,-0.062767,0.148677,1.552390,-0.007099,0.148869,1.673440,-0.051957,0.148969,1.779330,-0.076979,0.293982,1.486740,0.073186,0.381034,1.251470,0.102250,0.327344,1.499610,-0.040808,0.000635,1.495580,0.127568,-0.091404,1.275000,0.117117,-0.034169,1.523820,0.013308,0.273584,0.036881,0.086910,0.286082,0.029703,0.032913,-0.009422,0.048905,0.105461,-0.005949,0.030207,0.055730,0.410937,1.470490,0.130788,0.372649,1.584070,0.083692,-0.125322,1.499870,0.170507,-0.084327,1.640190
176,-0.009054,0.138377,1.037750,-0.023891,0.270932,1.024560,-0.100897,0.257177,0.541048,-0.147171,0.246966,0.062143,0.005468,0.005605,1.048970,-0.049437,-0.000539,0.562296,-0.126952,-0.016611,0.087607,-0.081402,0.141201,1.300660,-0.063870,0.149041,1.552600,-0.008434,0.148845,1.673750,-0.053608,0.148997,1.779510,-0.078080,0.294362,1.486980,0.072645,0.381285,1.252030,0.105445,0.329133,1.500030,-0.041842,0.001164,1.495390,0.125939,-0.090700,1.274280,0.121086,-0.035730,1.523790,0.013309,0.273604,0.036816,0.086921,0.286088,0.029718,0.032904,-0.009423,0.048886,0.105460,-0.005953,0.030216,0.057968,0.412317,1.471280,0.134501,0.374778,1.584120,0.087460,-0.126628,1.499150,0.174794,-0.086966,1.639530
177,-0.009535,0.138517,1.037710,-0.024313,0.271080,1.024530,-0.101079,0.257292,0.540973,-0.147186,0.247018,0.062053,0.004928,0.005738,1.048920,-0.049769,-0.000499,0.562221,-0.126987,-0.016610,0.087486,-0.081201,0.141207,1.300800,-0.065338,0.149068,1.552860,-0.009821,0.148934,1.673970,-0.055196,0.148927,1.779640,-0.079474,0.294289,1.487000,0.072027,0.381783,1.252760,0.109360,0.331214,1.500440,-0.043317,0.001296,1.495370,0.124205,-0.089822,1.273760,0.125218,-0.037684,1.523920,0.013324,0.273600,0.036862,0.086937,0.286059,0.029726,0.032891,-0.009427,0.048854,0.105458,-0.005960,0.030227,0.060528,0.413738,1.472060,0.139112,0.377526,1.583930,0.091720,-0.128510,1.498850,0.180773,-0.089774,1.638400
178,-0.009996,0.138625,1.037640,-0.024589,0.271207,1.024440,-0.101154,0.257404,0.540857,-0.147210,0.247070,0.061934,0.004286,0.005829,1.048880,-0.049973,-0.000386,0.562126,-0.127019,-0.016580,0.087366,-0.080988,0.140980,1.300920,-0.066688,0.149305,1.553060,-0.011340,0.148879,1.674250,-0.056949,0.148871,1.779820,-0.080878,0.294478,1.487100,0.071312,0.382324,1.253440,0.113208,0.333936,1.500830,-0.044953,0.001566,1.495380,0.122300,-0.089089,1.273370,0.129517,-0.039844,1.524020,0.013320,0.273609,0.036826,0.086940,0.286049,0.029727,0.032884,-0.009417,0.048834,0.105458,-0.005954,0.030234,0.063954,0.416423,1.473080,0.144576,0.380501,1.583580,0.094265,-0.129966,1.498810,0.187026,-0.093841,1.636640
179,-0.010510,0.138749,1.037540,-0.024970,0.271344,1.024320,-0.101258,0.257529,0.540694,-0.147249,0.247144,0.061766,0.003640,0.005940,1.048790,-0.050221,-0.000338,0.561993,-0.127065,-0.016622,0.087203,-0.080364,0.142410,1.301110,-0.068261,0.149406,1.553400,-0.012816,0.148757,1.674540,-0.058747,0.148715,1.779970,-0.082439,0.294535,1.487340,0.070415,0.382766,1.254260,0.118178,0.336784,1.501050,-0.046712,0.001746,1.495450,0.120270,-0.088386,1.273030,0.134126,-0.042465,1.524020,0.013316,0.273621,0.036818,0.086942,0.286034,0.029740,0.032877,-0.009423,0.048844,0.105455,-0.005932,0.030263,0.067927,0.418854,1.473850,0.150483,0.383782,1.583190,0.097733,-0.132102,1.498710,0.194694,-0.098164,1.634180
180,-0.012062,0.138615,1.038890,-0.026469,0.271215,1.025680,-0.101062,0.257614,0.541780,-0.147129,0.247175,0.062859,0.002030,0.005800,1.050150,-0.050290,-0.000103,0.563183,-0.126706,-0.016483,0.088327,-0.092362,0.145067,1.299420,-0.071328,0.148988,1.551190,-0.017003,0.148492,1.672840,-0.061441,0.148526,1.778910,-0.084795,0.295002,1.486960,0.069644,0.383309,1.254960,0.123264,0.340357,1.501080,-0.049441,0.000770,1.494810,0.118492,-0.088121,1.272610,0.139406,-0.045505,1.523690,0.013306,0.273627,0.037056,0.086906,0.286034,0.029702,0.033021,-0.009403,0.049061,0.105539,-0.006002,0.030231,0.071883,0.422195,1.475340,0.157301,0.387341,1.582530,0.101947,-0.134767,1.498610,0.202989,-0.102476,1.631480
181,-0.012420,0.138807,1.038420,-0.026656,0.271424,1.025190,-0.101271,0.257737,0.541295,-0.147197,0.247220,0.062363,0.001505,0.005975,1.049680,-0.050400,0.000007,0.562673,-0.126865,-0.016618,0.087833,-0.088041,0.142680,1.300390,-0.073489,0.149199,1.552560,-0.018072,0.148412,1.673720,-0.063250,0.148283,1.779470,-0.086534,0.294775,1.487260,0.068335,0.384066,1.255920,0.129393,0.344158,1.500820,-0.051708,0.001300,1.495310,0.115728,-0.087626,1.272750,0.145530,-0.049008,1.523580,0.013308,0.273631,0.036959,0.086924,0.286019,0.029730,0.032951,-0.009419,0.048951,0.105503,-0.005955,0.030262,0.077556,0.425918,1.475760,0.164788,0.391351,1.581570,0.105277,-0.137558,1.500370,0.214250,-0.107443,1.627360
182,-0.013200,0.138870,1.038720,-0.027345,0.271495,1.025470,-0.101424,0.257812,0.541496,-0.147168,0.247255,0.062547,0.000637,0.006031,1.050000,-0.050600,0.000107,0.562923,-0.126801,-0.016607,0.088044,-0.091046,0.143223,1.300030,-0.076037,0.149167,1.552190,-0.020755,0.148154,1.673410,-0.065634,0.148017,1.779290,-0.088545,0.294847,1.487020,0.067131,0.385066,1.256580,0.135417,0.348564,1.500100,-0.054397,0.001108,1.495300,0.113102,-0.087380,1.272610,0.152309,-0.052691,1.522730,0.013314,0.273634,0.036962,0.086931,0.286013,0.029734,0.032965,-0.009426,0.048958,0.105515,-0.005987,0.030259,0.082473,0.430157,1.476870,0.172964,0.395653,1.579930,0.111718,-0.141002,1.499200,0.223659,-0.112452,1.623940
183,-0.013807,0.138959,1.038730,-0.027883,0.271589,1.025450,-0.101696,0.257883,0.541439,-0.147197,0.247288,0.062468,-0.000036,0.006115,1.050040,-0.050757,0.000205,0.562902,-0.126813,-0.016613,0.088003,-0.091665,0.142775,1.300040,-0.078358,0.149280,1.552280,-0.022997,0.147923,1.673460,-0.067970,0.147749,1.779300,-0.090690,0.294964,1.487090,0.065445,0.386100,1.257320,0.142278,0.353015,1.498780,-0.057135,0.001164,1.495390,0.110201,-0.087406,1.272610,0.159292,-0.056320,1.521450,0.013306,0.273640,0.036994,0.086921,0.286003,0.029720,0.032966,-0.009428,0.048968,0.105512,-0.005978,0.030253,0.088772,0.434606,1.476870,0.181823,0.400119,1.577630,0.116368,-0.143623,1.498300,0.232362,-0.118380,1.620020
184,-0.014517,0.139054,1.038810,-0.028557,0.271687,1.025530,-0.101941,0.257953,0.541450,-0.147212,0.247281,0.062459,-0.000779,0.006207,1.050120,-0.050972,0.000302,0.562934,-0.126797,-0.016610,0.088001,-0.092930,0.142702,1.299960,-0.080843,0.149241,1.552260,-0.025577,0.147531,1.673480,-0.070603,0.147465,1.779300,-0.092927,0.294958,1.487100,0.063490,0.387192,1.257960,0.149389,0.358028,1.496850,-0.059991,0.001033,1.495470,0.107475,-0.087639,1.272830,0.166409,-0.060801,1.520020,0.013293,0.273635,0.036995,0.086909,0.285998,0.029732,0.032985,-0.009433,0.048977,0.105527,-0.005985,0.030250,0.095418,0.439776,1.476740,0.191611,0.404978,1.574400,0.125620,-0.148884,1.495980,0.245913,-0.123080,1.613330
185,-0.015243,0.139132,1.038920,-0.029161,0.271776,1.025620,-0.102139,0.258007,0.541480,-0.147196,0.247314,0.062469,-0.001624,0.006274,1.050250,-0.051198,0.000398,0.562998,-0.126778,-0.016635,0.088032,-0.094327,0.142925,1.299870,-0.083439,0.149267,1.552230,-0.028219,0.147120,1.673460,-0.073298,0.147131,1.779260,-0.095235,0.295010,1.487070,0.061485,0.388291,1.258560,0.156931,0.363062,1.494260,-0.062888,0.001005,1.495460,0.104241,-0.088269,1.272810,0.174071,-0.064490,1.517460,0.013308,0.273645,0.036978,0.086929,0.286002,0.029749,0.032992,-0.009433,0.048961,0.105543,-0.005984,0.030266,0.102339,0.444799,1.475850,0.201861,0.410163,1.570170,0.124703,-0.149723,1.500200,0.253999,-0.129265,1.608690
186,-0.016078,0.139181,1.039030,-0.029920,0.271833,1.025740,-0.102498,0.258058,0.541538,-0.147201,0.247336,0.062494,-0.002532,0.006316,1.050360,-0.051546,0.000477,0.563053,-0.126742,-0.016617,0.088027,-0.095645,0.142639,1.299840,-0.086262,0.149213,1.552260,-0.030932,0.146934,1.673430,-0.076111,0.146798,1.779190,-0.097831,0.294961,1.487060,0.059161,0.389212,1.259150,0.164781,0.368397,1.490900,-0.065841,0.000889,1.495610,0.101173,-0.089048,1.273130,0.182024,-0.069490,1.514750,0.013302,0.273642,0.036973,0.086927,0.285990,0.029766,0.033035,-0.009437,0.048982,0.105576,-0.005988,0.030250,0.109830,0.450282,1.474310,0.212763,0.415581,1.564870,0.131790,-0.154649,1.499770,0.266478,-0.134583,1.601560
187,-0.016987,0.139268,1.039150,-0.030788,0.271927,1.025880,-0.102727,0.258151,0.541583,-0.147212,0.247364,0.062521,-0.003479,0.006397,1.050460,-0.051851,0.000583,0.563082,-0.126777,-0.016607,0.088018,-0.097168,0.142570,1.299770,-0.088953,0.149210,1.552230,-0.033726,0.146706,1.673450,-0.079023,0.146442,1.779150,-0.100418,0.294952,1.487000,0.057033,0.390006,1.259740,0.172835,0.373681,1.486940,-0.068593,0.000761,1.495880,0.098131,-0.090169,1.273590,0.189395,-0.073767,1.511710,0.013300,0.273634,0.037017,0.086923,0.285966,0.029763,0.032998,-0.009431,0.048963,0.105551,-0.005993,0.030276,0.117238,0.455455,1.472040,0.224171,0.421562,1.558160,0.137103,-0.158132,1.499540,0.278316,-0.140544,1.592580
188,-0.017936,0.139328,1.039290,-0.031733,0.271990,1.026040,-0.102900,0.258232,0.541626,-0.147208,0.247383,0.062549,-0.004430,0.006455,1.050570,-0.052236,0.000662,0.563140,-0.126790,-0.016605,0.088020,-0.098728,0.142436,1.299720,-0.091750,0.149321,1.552210,-0.036509,0.146511,1.673420,-0.081939,0.146052,1.779060,-0.103085,0.294968,1.486750,0.054977,0.390874,1.260260,0.181292,0.379149,1.482090,-0.071505,0.000656,1.496390,0.094719,-0.091220,1.274120,0.198090,-0.078565,1.507470,0.013300,0.273648,0.037013,0.086924,0.285980,0.029769,0.032989,-0.009428,0.048983,0.105540,-0.005987,0.030285,0.125435,0.461046,1.468940,0.236097,0.427489,1.550350,0.144581,-0.162473,1.497660,0.290644,-0.146444,1.583180
189,-0.018907,0.139331,1.039390,-0.032663,0.271998,1.026150,-0.103148,0.258275,0.541641,-0.147198,0.247431,0.062540,-0.005437,0.006453,1.050660,-0.052480,0.000753,0.563154,-0.126785,-0.016626,0.087999,-0.100349,0.142558,1.299620,-0.094501,0.149163,1.552140,-0.039256,0.146344,1.673350,-0.084893,0.145747,1.778900,-0.105634,0.294712,1.486430,0.052945,0.391699,1.260770,0.190364,0.384872,1.476100,-0.074932,0.000366,1.496440,0.091693,-0.091989,1.274670,0.206439,-0.083752,1.502840,0.013315,0.273657,0.036995,0.086943,0.285974,0.029768,0.032998,-0.009416,0.048984,0.105542,-0.005954,0.030268,0.134261,0.466847,1.464590,0.248272,0.433675,1.541410,0.152532,-0.167661,1.495530,0.303441,-0.152118,1.572290
190,-0.019973,0.139352,1.039540,-0.033760,0.272018,1.026320,-0.103395,0.258328,0.541685,-0.147192,0.247432,0.062562,-0.006468,0.006475,1.050780,-0.052714,0.000842,0.563201,-0.126752,-0.016668,0.088009,-0.102107,0.142004,1.299550,-0.097375,0.149305,1.552080,-0.042343,0.145982,1.673370,-0.087966,0.145511,1.778930,-0.108188,0.294752,1.486090,0.050403,0.392539,1.260790,0.199513,0.390986,1.468300,-0.077773,0.000363,1.496780,0.088664,-0.092724,1.275170,0.215766,-0.088501,1.496810,0.013324,0.273650,0.037027,0.086951,0.285961,0.029776,0.033022,-0.009435,0.048963,0.105572,-0.005969,0.030268,0.143369,0.473175,1.458660,0.260400,0.439903,1.530750,0.160495,-0.171708,1.492150,0.315852,-0.158524,1.559950
191,-0.021122,0.139350,1.039700,-0.034929,0.272016,1.026510,-0.103733,0.258369,0.541752,-0.147180,0.247471,0.062597,-0.007591,0.006474,1.050930,-0.052977,0.000932,0.563261,-0.126735,-0.016709,0.088030,-0.103983,0.141680,1.299490,-0.100143,0.149395,1.552020,-0.045179,0.145981,1.673340,-0.090834,0.145423,1.778890,-0.110713,0.294815,1.485930,0.047908,0.393904,1.261220,0.208670,0.396572,1.459830,-0.080679,0.000336,1.496990,0.085711,-0.093553,1.275680,0.225140,-0.093328,1.489820,0.013334,0.273659,0.037023,0.086963,0.285961,0.029790,0.033035,-0.009422,0.048975,0.105575,-0.005926,0.030249,0.152002,0.478603,1.452100,0.272703,0.446318,1.518350,0.168765,-0.175895,1.487690,0.328047,-0.165043,1.546160
